lat,lon,MaxWind,RMW,MIN_SLP,SHR_MAG,SHR_HDG,STM_SPD,STM_HDG,SST,OHC,TPW,LAND,850TANG,850VORT,200DVRG,lat(+6h),lon(+6h),MaxWind(+6h),RMW(+6h),MIN_SLP(+6hr),SHR_MAG(+6h),SHR_HDG(+6h),STM_SPD(+6h),STM_HDG(+6h),SST(+6h),OHC(+6h),TPW(+6h),LAND(+6h),850TANG(+6h),850VORT(+6h),200DVRG(+6h),lat(+12h),lon(+12h),MaxWind(+12h),RMW(+12h),MIN_SLP(+12hr),SHR_MAG(+12h),SHR_HDG(+12h),STM_SPD(+12h),STM_HDG(+12h),SST(+12h),OHC(+12h),TPW(+12h),LAND(+12h),850TANG(+12h),850VORT(+12h),200DVRG(+12h),class
24.2,127.3,93,152,947,6,339,7,253,281,9999,66,548,308,176,67,24,126.6,80,52,931,5,20,6,255,281,9999,67,479,282,192,21,24,126.6,80,52,931,5,20,6,255,281,9999,67,479,282,192,21,0
23.9,126.7,93,23,946,7,13,6,250,283,9999,66,491,299,187,15,23.7,126.1,86,127,931,3,226,4,250,281,9999,66,435,281,200,14,23.7,126.1,86,127,931,3,226,4,250,281,9999,66,435,281,200,14,0
23.7,126.2,92,141,949,5,240,2,241,282,9999,69,445,304,207,-1,23.6,126,97,101,933,10,239,1,270,279,9999,68,428,292,234,-6,23.6,126,97,101,933,10,239,1,270,279,9999,68,428,292,234,-6,0
23.3,126,89,126,950,13,237,1,360,282,9999,66,437,268,223,-11,23.4,126,76,150,948,11,231,2,343,277,9999,68,434,263,229,31,23.4,126,76,150,948,11,231,2,343,277,9999,68,434,263,229,31,0
23.5,125.8,83,161,953,10,233,2,299,277,9999,65,411,283,224,44,23.6,125.6,71,75,946,4,253,2,294,273,9999,67,389,263,220,-23,23.6,125.6,71,75,946,4,253,2,294,273,9999,67,389,263,220,-23,0
23.6,125.9,84,80,950,3,246,4,299,271,9999,67,418,289,223,1,23.8,125.5,69,74,942,5,235,4,304,263,9999,68,373,275,203,-27,23.8,125.5,69,74,942,5,235,4,304,263,9999,68,373,275,203,-27,0
24.1,125.3,76,86,957,2,255,5,309,255,9999,69,347,299,216,24,24.4,124.9,62,80,948,6,339,4,312,267,9999,70,304,272,208,-1,24.4,124.9,62,80,948,6,339,4,312,267,9999,70,304,272,208,-1,0
24.8,124.9,79,22,954,7,53,5,350,276,9999,70,303,276,210,-20,25.3,124.8,59,31,952,6,49,6,346,275,9999,71,292,267,178,-12,25.3,124.8,59,31,952,6,49,6,346,275,9999,71,292,267,178,-12,0
25.4,124.8,61,36,960,7,90,6,343,276,9999,70,293,255,173,24,26,124.6,55,155,961,7,33,7,356,284,9999,72,289,254,168,45,26,124.6,55,155,961,7,33,7,356,284,9999,72,289,254,168,45,0
26.4,124.7,66,176,960,9,68,7,346,285,9999,70,315,265,152,75,27.1,124.5,58,113,954,10,67,7,345,281,9999,70,324,261,138,75,27.1,124.5,58,113,954,10,67,7,345,281,9999,70,324,261,138,75,0
27.3,124.3,67,122,959,16,77,7,336,280,9999,70,297,275,125,109,27.9,124,61,2,953,17,76,8,332,279,9999,71,244,260,146,27,27.9,124,61,2,953,17,76,8,332,279,9999,71,244,260,146,27,0
28.7,123.7,64,162,967,12,85,8,328,276,9999,70,181,250,118,29,29.4,123.2,51,152,962,13,80,8,326,261,9999,71,122,226,115,14,29.4,123.2,51,152,962,13,80,8,326,261,9999,71,122,226,115,14,0
30.6,121.1,39,111,988,11,104,4,300,284,9999,70,4,151,81,-4,30.8,120.7,36,4,982,9,107,3,297,258,9999,71,-38,143,69,-2,30.8,120.7,36,4,982,9,107,3,297,258,9999,71,-38,143,69,-2,0
33.3,116.5,31,86,987,18,24,4,40,273,9999,63,-306,120,10,10,33.6,116.8,34,92,989,16,8,6,15,231,9999,61,-264,126,18,21,33.6,116.8,34,92,989,16,8,6,15,231,9999,61,-264,126,18,21,0
36.1,117.2,32,79,991,23,12,14,13,262,9999,56,-202,102,23,16,37.5,117.6,37,33,992,29,33,10,10,237,9999,53,-90,90,14,-7,37.5,117.6,37,33,992,29,33,10,10,237,9999,53,-90,90,14,-7,0
37.8,117.7,34,39,991,28,35,4,349,269,9999,53,-58,86,-3,-2,38.2,117.6,30,113,991,27,29,3,38,239,9999,50,-27,87,27,21,38.2,117.6,30,113,991,27,29,3,38,239,9999,50,-27,87,27,21,0
38.4,117.5,23,111,990,26,30,7,122,260,9999,50,-14,82,33,36,38,118.3,24,33,991,23,13,6,90,245,9999,49,-8,90,25,38,38,118.3,24,33,991,23,13,6,90,245,9999,49,-8,90,25,38,0
21,113,51,152,988,7,278,3,343,290,9999,61,106,91,58,23,21.3,112.9,53,71,984,3,282,3,331,285,9999,62,71,92,66,32,21.3,112.9,53,71,984,3,282,3,331,285,9999,62,71,92,66,32,0
21.2,112.7,54,60,985,2,258,3,306,285,9999,61,75,93,60,16,21.4,112.4,66,69,979,5,214,2,282,283,9999,62,44,94,74,21,21.4,112.4,66,69,979,5,214,2,282,283,9999,62,44,94,74,21,0
21.4,112.4,65,123,977,7,248,3,317,279,9999,61,44,105,52,31,21.6,112.2,68,145,975,7,258,3,298,273,9999,63,17,105,92,35,21.6,112.2,68,145,975,7,258,3,298,273,9999,63,17,105,92,35,0
21.4,112.4,73,100,972,11,258,4,298,275,9999,63,44,108,61,53,21.6,112,67,124,975,8,246,4,298,268,9999,63,10,107,58,28,21.6,112,67,124,975,8,246,4,298,268,9999,63,10,107,58,28,0
21.7,112,79,108,970,8,251,5,293,279,9999,62,0,126,62,45,21.9,111.5,49,74,978,12,232,5,296,241,9999,64,-41,111,69,-5,21.9,111.5,49,74,978,12,232,5,296,241,9999,64,-41,111,69,-5,0
21.7,111.4,56,28,982,11,235,4,328,273,9999,62,-24,111,48,15,22,111.2,39,88,989,13,235,4,312,240,9999,64,-61,98,51,6,22,111.2,39,88,989,13,235,4,312,240,9999,64,-61,98,51,6,0
21.9,110.9,45,132,998,11,242,2,335,271,9999,62,-56,88,59,41,22.1,110.8,32,124,994,10,238,3,317,249,9999,64,-80,86,90,16,22.1,110.8,32,124,994,10,238,3,317,249,9999,64,-80,86,90,16,0
22,111,21,46,998,9,247,4,317,278,9999,64,-65,60,71,15,22.3,110.7,24,111,1000,8,203,5,317,242,9999,65,-104,58,76,-12,22.3,110.7,24,111,1000,8,203,5,317,242,9999,65,-104,58,76,-12,0
22.3,110.9,17,149,1000,7,192,8,308,268,9999,64,-100,54,79,-44,22.8,110.2,22,68,1001,11,201,7,274,243,9999,63,-150,55,38,-5,22.8,110.2,22,68,1001,11,201,7,274,243,9999,63,-150,55,38,-5,0
22.6,109.7,19,101,1000,9,201,7,228,275,9999,63,-123,53,32,17,22.1,109.1,34,39,999,12,237,5,212,248,9999,65,-56,66,68,9,22.1,109.1,34,39,999,12,237,5,212,248,9999,65,-56,66,68,9,0
22,109.2,18,123,998,12,231,2,205,281,9999,64,-49,64,65,-9,21.8,109.1,36,44,997,15,240,3,169,262,9999,65,-25,61,49,17,21.8,109.1,36,44,997,15,240,3,169,262,9999,65,-25,61,49,17,0
22,108.9,23,108,999,13,234,5,169,306,9999,63,-41,47,47,43,21.5,109,30,63,997,19,223,7,234,286,9999,65,10,52,33,30,21.5,109,30,63,997,19,223,7,234,286,9999,65,10,52,33,30,0
21.9,108,18,71,999,14,216,8,202,273,9999,62,-41,44,57,33,21.2,107.7,26,93,999,23,233,6,171,286,9999,63,9,59,62,21,21.2,107.7,26,93,999,23,233,6,171,286,9999,63,9,59,62,21,0
20.6,107.1,28,99,995,24,239,6,123,305,9999,62,27,67,78,34,20.3,107.6,33,130,996,26,250,4,121,308,9999,62,85,81,88,36,20.3,107.6,33,130,996,26,250,4,121,308,9999,62,85,81,88,36,0
19.8,106.7,25,41,997,24,235,1,137,306,9999,62,54,62,90,44,19.7,106.8,34,145,998,24,236,6,205,305,9999,61,70,73,116,58,19.7,106.8,34,145,998,24,236,6,205,305,9999,61,70,73,116,58,0
19.4,106.5,28,29,998,25,233,9,219,305,9999,59,77,68,117,78,18.7,105.9,37,88,998,29,248,4,165,281,9999,60,9,81,100,73,18.7,105.9,37,88,998,29,248,4,165,281,9999,60,9,81,100,73,0
18.9,107.1,33,68,997,15,251,1,317,301,9999,57,116,68,110,46,19,107,34,150,998,17,244,2,162,302,9999,58,118,72,109,37,19,107,34,150,998,17,244,2,162,302,9999,58,118,72,109,37,0
24.9,149.6,38,98,993,27,113,13,30,290,9999,60,1453,111,120,83,26,150.3,47,152,992,31,98,9,3,287,9999,62,1400,126,154,89,26,150.3,47,152,992,31,98,9,3,287,9999,62,1400,126,154,89,0
26.2,150,34,101,995,29,93,9,11,290,9999,60,1363,107,153,77,27.1,150.2,40,99,996,27,85,13,25,287,9999,61,1302,106,138,71,27.1,150.2,40,99,996,27,85,13,25,287,9999,61,1302,106,138,71,0
27.2,150.3,32,65,995,25,89,14,27,287,9999,61,1301,91,141,112,28.4,151,37,142,995,25,43,7,356,281,9999,62,1262,110,148,106,28.4,151,37,142,995,25,43,7,356,281,9999,62,1262,110,148,106,0
28,150.4,26,146,994,19,62,6,332,284,9999,61,1247,83,154,104,28.5,150.1,32,193,997,38,30,3,312,283,9999,62,1187,94,187,107,28.5,150.1,32,193,997,38,30,3,312,283,9999,62,1187,94,187,107,0
31,150.5,33,97,996,42,26,10,252,277,9999,56,1049,99,159,70,30.7,149.4,26,18,995,47,14,6,261,278,9999,55,981,90,197,21,30.7,149.4,26,18,995,47,14,6,261,278,9999,55,981,90,197,21,0
33.5,150.2,51,122,995,38,346,17,303,270,9999,58,903,123,181,68,34.4,148.5,31,187,993,38,338,15,308,267,9999,56,724,106,149,20,34.4,148.5,31,187,993,38,338,15,308,267,9999,56,724,106,149,20,0
34.7,147,32,123,988,42,339,9,296,273,9999,50,583,105,143,65,35.1,146,46,64,988,31,323,13,329,272,9999,49,485,114,166,38,35.1,146,46,64,988,31,323,13,329,272,9999,49,485,114,166,38,0
36.5,142.1,40,129,985,2,123,11,348,265,9999,46,118,105,79,24,37.6,141.8,43,46,990,5,196,11,350,249,9999,47,71,107,50,-4,37.6,141.8,43,46,990,5,196,11,350,249,9999,47,71,107,50,-4,0
40.7,138.4,26,174,997,10,221,8,262,251,9999,44,135,68,-16,-25,40.6,137.4,24,157,996,19,211,5,259,258,9999,45,219,65,-15,12,40.6,137.4,24,157,996,19,211,5,259,258,9999,45,219,65,-15,12,0
23.8,153.7,33,99,1002,25,127,16,343,283,9999,62,1812,88,34,32,25.3,153.2,29,91,1005,18,145,15,339,281,9999,62,1656,77,-10,34,25.3,153.2,29,91,1005,18,145,15,339,281,9999,62,1656,77,-10,34,0
25.4,153.3,32,111,999,16,134,18,327,281,9999,60,1656,85,-7,18,26.9,152.2,55,90,999,8,97,17,313,274,9999,61,1461,88,6,67,26.9,152.2,55,90,999,8,97,17,313,274,9999,61,1461,88,6,67,0
26.5,152.1,30,89,1006,8,89,17,302,275,9999,60,1484,75,6,54,27.4,150.5,32,92,1006,17,88,17,294,279,9999,63,1300,81,37,103,27.4,150.5,32,92,1006,17,88,17,294,279,9999,63,1300,81,37,103,0
29.4,139,24,99,1001,9,349,7,270,285,9999,56,547,69,130,39,29.4,138.2,24,143,999,7,62,7,270,286,9999,57,509,66,131,6,29.4,138.2,24,143,999,7,62,7,270,286,9999,57,509,66,131,6,0
29.5,138,24,121,998,9,64,6,270,287,9999,55,491,68,125,7,29.5,137.3,28,61,1000,15,141,5,300,286,9999,58,467,69,127,11,29.5,137.3,28,61,1000,15,141,5,300,286,9999,58,467,69,127,11,0
29.4,137.1,24,28,999,17,133,5,341,286,9999,57,472,72,128,48,29.9,136.9,32,117,998,13,146,7,330,285,9999,60,413,69,143,8,29.9,136.9,32,117,998,13,146,7,330,285,9999,60,413,69,143,8,0
30.1,136.4,26,166,997,18,124,11,309,285,9999,59,382,73,130,43,30.8,135.4,26,67,999,19,103,12,285,286,9999,61,300,67,99,48,30.8,135.4,26,67,999,19,103,12,285,286,9999,61,300,67,99,48,0
30.8,135,26,82,999,24,92,20,236,286,9999,60,290,68,92,20,29.7,133.1,39,38,994,22,96,11,189,290,9999,63,256,92,99,59,29.7,133.1,39,38,994,22,96,11,189,290,9999,63,256,92,99,59,0
21.6,115.9,34,157,995,21,257,9,56,293,9999,69,139,105,175,91,22.1,116.7,32,177,993,18,263,7,49,292,9999,70,112,103,194,44,22.1,116.7,32,177,993,18,263,7,49,292,9999,70,112,103,194,44,0
21.8,116,34,135,995,19,250,12,49,293,9999,69,120,105,181,60,22.6,117,35,161,993,16,226,4,43,282,9999,69,78,100,193,21,22.6,117,35,161,993,16,226,4,43,282,9999,69,78,100,193,21,0
22.4,116.9,39,129,988,19,224,9,17,284,9999,68,93,108,190,42,23.3,117.2,43,150,992,17,230,7,16,270,9999,68,20,107,199,9,23.3,117.2,43,150,992,17,230,7,16,270,9999,68,20,107,199,9,0
23.1,116.9,44,103,986,17,231,6,9,270,9999,67,24,105,201,15,23.7,117,46,162,991,10,243,3,360,255,9999,69,-29,110,188,9,23.7,117,46,162,991,10,243,3,360,255,9999,69,-29,110,188,9,0
23.4,116.9,44,154,986,14,236,3,343,281,9999,68,-5,119,187,13,23.7,116.8,35,68,991,12,215,3,351,253,9999,69,-39,113,140,2,23.7,116.8,35,68,991,12,215,3,351,253,9999,69,-39,113,140,2,0
23.7,117.2,42,28,988,12,211,5,360,275,9999,69,-20,124,167,20,24.2,117.2,36,42,989,13,191,4,21,241,9999,69,-63,111,129,-10,24.2,117.2,36,42,989,13,191,4,21,241,9999,69,-63,111,129,-10,0
24,117.3,36,73,988,9,200,4,61,273,9999,68,-39,107,139,40,24.2,117.7,37,107,990,11,204,4,61,257,9999,69,-28,117,148,-21,24.2,117.7,37,107,990,11,204,4,61,257,9999,69,-28,117,148,-21,0
24.5,118,37,88,987,3,186,4,75,280,9999,68,-10,110,143,19,24.6,118.4,39,118,988,0,5,4,61,262,9999,69,0,127,137,4,24.6,118.4,39,118,988,0,5,4,61,262,9999,69,0,127,137,4,0
24.8,118.3,35,75,988,4,49,4,105,284,9999,68,-22,104,118,13,24.7,118.7,38,62,989,5,134,4,76,264,9999,67,-5,118,103,-19,24.7,118.7,38,62,989,5,134,4,76,264,9999,67,-5,118,103,-19,0
25.1,119.6,42,63,984,9,114,3,70,272,9999,66,49,121,102,-9,25.2,119.9,45,159,982,1,128,6,95,268,9999,65,70,123,108,-6,25.2,119.9,45,159,982,1,128,6,95,268,9999,65,70,123,108,-6,0
25,120.1,42,130,982,5,173,5,90,268,9999,64,79,89,109,-31,25,120.7,45,43,991,6,237,10,90,268,9999,64,26,108,135,-11,25,120.7,45,43,991,6,237,10,90,268,9999,64,26,108,135,-11,0
24.5,120.7,54,75,989,9,252,21,77,262,9999,64,-1,102,120,-5,25,123,46,76,996,11,225,20,63,289,9999,68,111,109,128,30,25,123,46,76,996,11,225,20,63,289,9999,68,111,109,128,30,0
25,122.4,42,56,996,12,217,17,58,292,9999,66,50,100,118,23,25.9,124,37,79,995,9,167,19,62,292,9999,66,229,111,89,33,25.9,124,37,79,995,9,167,19,62,292,9999,66,229,111,89,33,0
26.7,124.3,40,96,990,9,121,15,67,290,9999,63,299,118,68,34,27.3,125.9,52,171,988,6,76,14,63,290,9999,66,440,141,69,68,27.3,125.9,52,171,988,6,76,14,63,290,9999,66,440,141,69,68,0
28.4,125.9,38,133,991,14,62,11,41,282,9999,64,397,118,65,46,29.2,126.7,45,169,991,17,49,14,61,283,9999,65,401,128,83,56,29.2,126.7,45,169,991,17,49,14,61,283,9999,65,401,128,83,56,0
29.7,127.4,34,124,990,22,47,15,62,287,9999,64,314,117,68,47,30.4,128.9,50,135,992,18,43,18,55,286,9999,65,152,129,85,90,30.4,128.9,50,135,992,18,43,18,55,286,9999,65,152,129,85,90,0
30.4,128.4,52,150,988,24,44,22,56,285,9999,62,191,130,95,115,31.6,130.5,46,107,987,15,60,23,35,258,9999,63,-38,155,102,68,31.6,130.5,46,107,987,15,60,23,35,258,9999,63,-38,155,102,68,0
31.5,130.9,50,99,985,15,58,26,25,277,9999,62,-31,156,84,68,33.9,132.2,48,108,984,24,32,20,28,257,9999,62,14,177,90,64,33.9,132.2,48,108,984,24,32,20,28,257,9999,62,14,177,90,64,0
35.3,133.8,56,115,975,29,12,19,41,262,9999,58,-36,211,119,60,36.7,135.3,59,124,974,38,17,17,42,282,9999,58,89,189,112,31,36.7,135.3,59,124,974,38,17,17,42,282,9999,58,89,189,112,31,0
36.5,135.3,46,109,983,32,14,21,23,284,9999,57,76,130,112,85,38.4,136.3,46,125,990,50,37,15,33,283,9999,57,122,135,103,46,38.4,136.3,46,125,990,50,37,15,33,283,9999,57,122,135,103,46,0
37.7,136.3,49,140,980,43,31,21,52,283,9999,58,63,137,148,59,39,138.4,50,92,983,37,34,21,57,283,9999,59,112,161,148,36,39,138.4,50,92,983,37,34,21,57,283,9999,59,112,161,148,36,0
38.6,138.1,69,75,976,33,29,30,60,280,9999,65,108,166,146,48,40.1,141.4,64,15,977,40,39,23,70,238,9999,63,-31,213,178,135,40.1,141.4,64,15,977,40,39,23,70,238,9999,63,-31,213,178,135,0
39.8,140.7,39,71,977,41,44,30,69,248,9999,64,-59,132,143,55,40.9,144.4,65,148,975,39,52,24,74,230,9999,60,158,203,183,115,40.9,144.4,65,148,975,39,52,24,74,230,9999,60,158,203,183,115,0
26.9,128.7,48,106,991,20,136,10,53,281,9999,61,507,115,84,79,27.5,129.6,45,9,990,19,143,6,38,285,9999,61,417,119,72,20,27.5,129.6,45,9,990,19,143,6,38,285,9999,61,417,119,72,20,0
26.9,130.7,36,47,990,16,153,14,59,282,9999,62,467,98,55,92,27.6,132,48,130,979,11,135,13,63,288,9999,65,406,147,117,56,27.6,132,48,130,979,11,135,13,63,288,9999,65,406,147,117,56,0
27,131.4,34,98,992,11,160,17,69,285,9999,62,459,109,116,48,27.6,133.2,40,130,992,10,143,17,64,289,9999,65,453,110,121,22,27.6,133.2,40,130,992,10,143,17,64,289,9999,65,453,110,121,22,0
27.2,133.3,42,132,989,9,166,21,64,288,9999,65,497,117,115,28,28.1,135.4,48,123,991,16,130,17,58,288,9999,67,539,129,101,34,28.1,135.4,48,123,991,16,130,17,58,288,9999,67,539,129,101,34,0
27.9,134.8,50,81,985,11,130,14,64,288,9999,66,515,129,114,24,28.5,136.2,50,35,981,11,147,16,52,287,9999,68,557,152,97,19,28.5,136.2,50,35,981,11,147,16,52,287,9999,68,557,152,97,19,0
28.4,136.8,43,35,989,5,152,21,41,286,9999,65,575,120,98,35,30,138.4,42,95,992,8,87,19,33,281,9999,66,460,127,119,21,30,138.4,42,95,992,8,87,19,33,281,9999,66,460,127,119,21,0
29.4,137.6,48,103,987,5,82,22,29,282,9999,67,486,139,88,3,31.3,138.8,47,85,987,8,77,18,19,281,9999,67,367,139,97,22,31.3,138.8,47,85,987,8,77,18,19,281,9999,67,367,139,97,22,0
31.2,138.2,37,74,995,9,80,15,20,281,9999,65,341,118,93,8,32.6,138.8,40,34,996,11,77,10,22,284,9999,64,222,110,85,6,32.6,138.8,40,34,996,11,77,10,22,284,9999,64,222,110,85,6,0
31.9,138.9,39,29,990,10,87,10,29,282,9999,64,300,123,68,30,32.8,139.5,48,102,990,4,108,13,36,281,9999,65,208,133,49,22,32.8,139.5,48,102,990,4,108,13,36,281,9999,65,208,133,49,22,0
33.2,139.5,50,102,984,8,77,15,52,281,9999,64,165,137,44,37,34.1,140.9,49,109,987,4,37,17,56,279,9999,65,134,151,45,8,34.1,140.9,49,109,987,4,37,17,56,279,9999,65,134,151,45,8,0
34,140.6,53,102,979,5,38,20,60,280,9999,62,132,146,51,8,35,142.7,56,79,983,5,154,18,53,280,9999,67,197,159,21,-5,35,142.7,56,79,983,5,154,18,53,280,9999,67,197,159,21,-5,0
35.2,142.1,45,56,981,5,108,15,44,283,9999,65,138,130,25,-5,36.3,143.4,54,83,985,12,156,17,52,278,9999,66,232,155,60,50,36.3,143.4,54,83,985,12,156,17,52,278,9999,66,232,155,60,50,0
36.2,143.7,57,49,981,19,142,18,55,280,9999,66,261,144,38,51,37.2,145.5,59,171,980,25,154,17,56,268,9999,66,370,166,68,20,37.2,145.5,59,171,980,25,154,17,56,268,9999,66,370,166,68,20,0
37,145.1,64,176,980,25,147,18,59,266,9999,65,352,156,72,48,37.9,147,53,71,980,28,155,17,63,249,9999,66,463,167,67,42,37.9,147,53,71,980,28,155,17,63,249,9999,66,463,167,67,42,0
37.7,147,46,89,982,26,157,19,72,249,9999,65,470,142,76,54,38.3,149.3,47,134,987,23,159,21,78,254,9999,65,636,142,40,33,38.3,149.3,47,134,987,23,159,21,78,254,9999,65,636,142,40,33,0
38.2,150.1,52,135,984,28,163,23,80,259,9999,64,682,146,19,26,38.6,153,53,110,988,23,154,23,81,252,9999,62,806,149,5,-20,38.6,153,53,110,988,23,154,23,81,252,9999,62,806,149,5,-20,0
38.3,152.1,59,111,985,22,167,25,81,252,9999,63,776,152,-1,-31,38.7,155.3,52,131,987,18,138,25,84,250,9999,60,952,157,4,-32,38.7,155.3,52,131,987,18,138,25,84,250,9999,60,952,157,4,-32,0
38.3,154.3,40,120,986,15,152,29,98,250,9999,60,912,116,1,-12,37.9,157.9,55,14,988,15,171,27,95,236,9999,60,1189,142,27,-50,37.9,157.9,55,14,988,15,171,27,95,236,9999,60,1189,142,27,-50,0
33.5,148,42,120,990,12,121,11,23,263,9999,60,711,100,-5,39,34.5,148.5,42,108,993,10,143,12,35,263,9999,60,722,106,-12,12,34.5,148.5,42,108,993,10,143,12,35,263,9999,60,722,106,-12,12,0
34.5,148.3,42,52,991,6,144,12,55,263,9999,59,704,110,-10,10,35.2,149.5,47,138,993,7,119,14,48,267,9999,59,791,111,-34,32,35.2,149.5,47,138,993,7,119,14,48,267,9999,59,791,111,-34,32,0
35.4,149.9,51,167,986,7,124,16,51,269,9999,58,811,115,-47,33,36.4,151.4,51,149,988,11,124,16,51,269,9999,58,886,119,-50,15,36.4,151.4,51,149,988,11,124,16,51,269,9999,58,886,119,-50,15,0
36.5,150.4,51,185,987,9,96,13,72,272,9999,56,799,128,-54,31,36.9,151.9,50,147,992,14,130,15,65,265,9999,58,889,112,-61,7,36.9,151.9,50,147,992,14,130,15,65,265,9999,58,889,112,-61,7,0
36.9,153.2,59,161,984,17,139,21,59,259,9999,58,957,118,-64,2,38,155.5,60,80,985,18,147,20,64,257,9999,58,1014,129,-62,-9,38,155.5,60,80,985,18,147,20,64,257,9999,58,1014,129,-62,-9,0
37.8,155.3,54,93,986,19,151,21,68,257,9999,57,1015,110,-70,20,38.6,157.8,52,137,994,17,136,21,72,257,9999,57,1139,121,-59,11,38.6,157.8,52,137,994,17,136,21,72,257,9999,57,1139,121,-59,11,0
38.7,157.9,57,143,987,17,131,19,78,255,9999,56,1141,126,-63,10,39.1,160.3,69,92,992,23,131,19,83,232,9999,56,1302,118,-49,0,39.1,160.3,69,92,992,23,131,19,83,232,9999,56,1302,118,-49,0,0
39.1,160.3,71,125,991,21,124,19,93,233,9999,56,1302,127,-54,2,39,162.8,49,173,995,31,146,21,93,248,9999,56,1417,125,-97,31,39,162.8,49,173,995,31,146,21,93,248,9999,56,1417,125,-97,31,0
20.1,129,34,78,1005,15,123,9,312,295,9999,59,715,60,-28,2,20.7,128.3,46,149,1000,16,152,10,321,296,9999,59,664,68,-43,35,20.7,128.3,46,149,1000,16,152,10,321,296,9999,59,664,68,-43,35,0
21.5,128.2,48,148,999,13,144,11,310,296,9999,57,691,72,-49,19,22.2,127.3,41,68,999,12,176,9,317,295,9999,59,607,75,-33,53,22.2,127.3,41,68,999,12,176,9,317,295,9999,59,607,75,-33,53,0
22.1,127.7,45,66,998,8,159,10,325,298,9999,57,649,76,-30,30,22.9,127.1,41,190,997,14,180,10,323,295,9999,58,558,82,-45,9,22.9,127.1,41,190,997,14,180,10,323,295,9999,58,558,82,-45,9,0
22.7,127.1,50,165,995,15,174,10,333,295,9999,57,566,92,-36,25,23.6,126.6,61,98,990,23,184,11,328,291,9999,57,487,93,-49,-33,23.6,126.6,61,98,990,23,184,11,328,291,9999,57,487,93,-49,-33,0
23.5,126.6,50,75,993,22,182,13,326,290,9999,57,490,86,-49,-20,24.6,125.8,58,164,994,31,194,12,332,293,9999,57,394,97,-33,-24,24.6,125.8,58,164,994,31,194,12,332,293,9999,57,394,97,-33,-24,0
24.3,125.8,44,97,998,29,195,10,345,291,9999,56,395,86,-30,-26,25.3,125.5,46,178,997,35,205,11,346,288,9999,58,363,87,-28,32,25.3,125.5,46,178,997,35,205,11,346,288,9999,58,363,87,-28,32,0
25.2,125.2,44,122,998,36,208,10,350,288,9999,57,332,88,-20,11,26.2,125,39,151,1000,49,200,13,2,290,9999,57,334,73,-54,-53,26.2,125,39,151,1000,49,200,13,2,290,9999,57,334,73,-54,-53,0
26,125.1,39,140,994,46,200,17,3,290,9999,55,336,73,-46,-46,27.7,125.2,40,151,1001,55,204,18,8,288,9999,55,358,58,-59,8,27.7,125.2,40,151,1001,55,204,18,8,288,9999,55,358,58,-59,8,0
27.2,124.9,35,158,1000,53,204,21,12,288,9999,54,355,57,-47,15,29.3,125.4,39,118,1003,46,197,23,13,286,9999,56,336,57,-61,46,29.3,125.4,39,118,1003,46,197,23,13,286,9999,56,336,57,-61,46,0
28.9,125.6,40,124,999,48,197,26,9,286,9999,54,360,57,-53,57,31.5,126.1,45,42,1000,34,168,26,12,274,9999,59,315,57,-9,67,31.5,126.1,45,42,1000,34,168,26,12,274,9999,59,315,57,-9,67,0
31.1,125.7,37,54,1000,36,172,26,23,280,9999,58,363,62,9,66,33.5,126.9,39,95,1000,36,134,26,27,261,9999,61,93,62,-14,54,33.5,126.9,39,95,1000,36,134,26,27,261,9999,61,93,62,-14,54,0
33.8,127.2,38,109,1000,37,132,29,32,262,9999,60,78,58,-15,77,36.3,129.1,42,109,994,45,112,28,39,233,9999,59,-25,73,20,44,36.3,129.1,42,109,994,45,112,28,39,233,9999,59,-25,73,20,44,0
37.7,131.5,43,60,993,50,100,21,40,249,9999,55,210,85,14,89,39.3,133.2,43,133,995,55,97,16,30,244,9999,54,347,98,59,51,39.3,133.2,43,133,995,55,97,16,30,244,9999,54,347,98,59,51,0
26.8,159.6,36,59,1005,10,242,11,304,292,9999,51,2050,81,-29,22,27.4,158.6,43,121,1002,16,237,10,316,293,9999,50,1930,89,-28,72,27.4,158.6,43,121,1002,16,237,10,316,293,9999,50,1930,89,-28,72,0
27,158.7,29,53,1004,11,239,9,314,294,9999,50,1963,76,-28,62,27.6,158,39,119,1005,14,237,8,332,292,9999,51,1868,87,-28,36,27.6,158,39,119,1005,14,237,8,332,292,9999,51,1868,87,-28,36,0
27.5,158.9,41,88,1003,10,232,14,346,292,9999,50,1949,79,-33,43,28.9,158.5,37,97,1004,15,225,14,349,287,9999,51,1835,78,-43,47,28.9,158.5,37,97,1004,15,225,14,349,287,9999,51,1835,78,-43,47,0
29.1,158.2,37,99,1001,14,220,11,347,285,9999,50,1798,78,-42,51,30.2,157.9,36,57,1006,13,207,12,354,286,9999,52,1716,73,-12,50,30.2,157.9,36,57,1006,13,207,12,354,286,9999,52,1716,73,-12,50,0
29.7,157.7,35,60,1002,15,225,10,355,286,9999,51,1724,74,-31,49,30.7,157.6,37,101,1003,13,205,11,7,287,9999,53,1667,79,-6,26,30.7,157.6,37,101,1003,13,205,11,7,287,9999,53,1667,79,-6,26,0
30.6,157.8,38,59,1002,13,206,11,19,288,9999,52,1689,75,1,4,31.6,158.2,40,84,1006,16,193,13,18,282,9999,52,1682,65,-14,19,31.6,158.2,40,84,1006,16,193,13,18,282,9999,52,1682,65,-14,19,0
