lat,lon,MaxWind,RMW,MIN_SLP,SHR_MAG,SHR_HDG,STM_SPD,STM_HDG,SST,OHC,TPW,LAND,850TANG,850VORT,200DVRG,lat(+6h),lon(+6h),MaxWind(+6h),RMW(+6h),MIN_SLP(+6hr),SHR_MAG(+6h),SHR_HDG(+6h),STM_SPD(+6h),STM_HDG(+6h),SST(+6h),OHC(+6h),TPW(+6h),LAND(+6h),850TANG(+6h),850VORT(+6h),200DVRG(+6h),lat(+12h),lon(+12h),MaxWind(+12h),RMW(+12h),MIN_SLP(+12hr),SHR_MAG(+12h),SHR_HDG(+12h),STM_SPD(+12h),STM_HDG(+12h),SST(+12h),OHC(+12h),TPW(+12h),LAND(+12h),850TANG(+12h),850VORT(+12h),200DVRG(+12h),class
14.7,232.2,79,89,971,8,250,6,310,253,9999,61,1969,241,109,59,15.1,231.7,68,91,973,14,214,5,324,252,9999,60,1971,228,102,22,15.1,231.7,68,91,973,14,214,5,324,252,9999,60,1971,228,102,22,0
15,231.9,80,76,972,9,239,4,316,253,9999,62,1965,243,92,35,15.3,231.6,78,122,968,9,182,4,345,257,9999,60,1961,235,88,31,15.3,231.6,78,122,968,9,182,4,345,257,9999,60,1961,235,88,31,0
15.2,231.5,79,131,972,5,202,5,11,263,9999,59,1977,241,88,25,15.7,231.6,68,129,974,7,227,5,23,261,9999,58,1929,227,79,20,15.7,231.6,68,129,974,7,227,5,23,261,9999,58,1929,227,79,20,0
15.8,231.4,76,93,975,2,253,6,58,232,9999,58,1936,243,77,47,16.1,231.9,70,151,973,2,355,6,56,201,9999,57,1874,224,69,25,16.1,231.9,70,151,973,2,355,6,56,201,9999,57,1874,224,69,25,0
16.1,231.8,76,130,975,2,150,7,66,218,9999,58,1882,236,69,30,16.4,232.5,57,136,977,5,208,8,59,220,9999,57,1806,212,60,39,16.4,232.5,57,136,977,5,208,8,59,220,9999,57,1806,212,60,39,0
16.4,232.3,70,99,979,6,182,7,66,232,9999,56,1821,244,61,43,16.7,233,55,51,978,11,158,8,59,243,9999,56,1745,210,62,40,16.7,233,55,51,978,11,158,8,59,243,9999,56,1745,210,62,40,0
17.2,233.9,59,120,990,11,122,10,44,246,9999,56,1639,204,47,66,17.9,234.6,49,68,986,19,123,10,46,259,9999,55,1531,185,39,30,17.9,234.6,49,68,986,19,123,10,46,259,9999,55,1531,185,39,30,0
17.6,234.8,59,57,991,13,107,10,55,258,9999,56,1542,200,38,77,18.2,235.7,52,33,985,19,120,11,49,253,9999,55,1429,180,43,46,18.2,235.7,52,33,985,19,120,11,49,253,9999,55,1429,180,43,46,0
18.1,236,52,79,992,16,124,12,43,252,9999,54,1418,172,46,85,19,236.9,46,84,991,14,91,13,46,260,9999,54,1280,160,42,40,19,236.9,46,84,991,14,91,13,46,260,9999,54,1280,160,42,40,0
19.6,237.9,53,126,992,15,68,14,38,255,9999,53,1160,178,38,28,20.7,238.8,53,86,989,24,68,15,42,251,9999,51,1006,161,61,29,20.7,238.8,53,86,989,24,68,15,42,251,9999,51,1006,161,61,29,0
20.4,238.9,57,124,989,23,67,18,49,252,9999,51,1024,176,69,51,21.6,240.4,53,115,986,24,77,19,48,236,9999,50,822,161,74,49,21.6,240.4,53,115,986,24,77,19,48,236,9999,50,822,161,74,49,0
21.4,240.6,55,102,991,23,65,19,43,241,9999,50,818,168,64,56,22.8,242,50,161,991,26,56,20,42,232,9999,49,615,155,83,44,22.8,242,50,161,991,26,56,20,42,232,9999,49,615,155,83,44,0
15.2,254.5,44,100,1001,9,269,2,334,296,9999,62,414,108,-6,51,15.4,254.4,53,93,992,9,288,5,329,290,9999,63,401,117,-23,25,15.4,254.4,53,93,992,9,288,5,329,290,9999,63,401,117,-23,25,1
15.5,254.1,59,96,994,9,281,5,349,289,9999,62,411,126,-14,96,16,254,55,109,991,9,302,6,334,286,9999,62,376,121,-12,91,16,254,55,109,991,9,302,6,334,286,9999,62,376,121,-12,91,1
16,253.7,74,147,985,9,303,5,324,287,9999,61,393,146,-12,99,16.4,253.4,74,107,975,9,336,6,316,284,9999,61,369,148,-18,77,16.4,253.4,74,107,975,9,336,6,316,284,9999,61,369,148,-18,77,1
16.4,253.4,81,112,976,7,325,7,316,288,9999,60,369,161,-5,77,16.9,252.9,79,86,970,8,342,7,313,284,9999,60,354,158,-6,88,16.9,252.9,79,86,970,8,342,7,313,284,9999,60,354,158,-6,88,1
17.5,252.9,124,128,944,5,329,6,330,274,9999,57,306,199,10,119,18,252.6,120,158,935,10,14,6,342,272,9999,55,298,188,16,45,18,252.6,120,158,935,10,14,6,342,272,9999,55,298,188,16,45,0
17.9,252.9,136,167,924,8,21,8,347,278,9999,56,278,207,17,64,18.7,252.7,132,62,922,14,64,8,346,278,9999,54,245,193,8,73,18.7,252.7,132,62,922,14,64,8,346,278,9999,54,245,193,8,73,0
18.7,252.8,147,56,917,16,64,7,345,287,9999,53,236,206,16,92,19.4,252.6,144,167,910,17,51,7,348,279,9999,52,210,195,25,37,19.4,252.6,144,167,910,17,51,7,348,279,9999,52,210,195,25,37,0
20.2,252.7,131,163,927,14,40,5,339,267,9999,51,168,172,16,61,20.7,252.5,129,129,931,12,54,6,4,276,9999,50,190,159,16,57,20.7,252.5,129,129,931,12,54,6,4,276,9999,50,190,159,16,57,0
20.7,252.7,121,127,942,15,40,7,15,283,9999,49,170,157,21,68,21.4,252.9,113,141,946,16,46,8,14,280,9999,48,159,131,25,42,21.4,252.9,113,141,946,16,46,8,14,280,9999,48,159,131,25,42,0
21.1,252.9,114,165,943,18,21,8,22,288,9999,48,165,162,18,81,21.8,253.2,115,131,940,21,31,9,29,273,9999,45,121,126,54,60,21.8,253.2,115,131,940,21,31,9,29,273,9999,45,121,126,54,60,0
22.6,254,107,138,961,27,30,14,15,272,9999,42,15,136,60,61,24,254.4,38,137,1007,34,45,19,49,134,9999,38,-119,40,47,69,24,254.4,38,137,1007,34,45,19,49,134,9999,38,-119,40,47,69,0
11.9,129.2,51,46,996,7,56,5,307,287,9999,61,399,104,18,35,12.2,128.8,55,124,992,8,101,5,307,287,9999,61,359,110,20,18,12.2,128.8,55,124,992,8,101,5,307,287,9999,61,359,110,20,18,1
11.8,128.9,63,121,990,8,81,4,297,287,9999,61,366,123,22,52,12,128.5,70,83,978,5,65,5,307,287,9999,62,325,128,23,53,12,128.5,70,83,978,5,65,5,307,287,9999,62,325,128,23,53,1
12,128.5,75,80,980,5,93,4,316,286,9999,62,325,140,23,78,12.3,128.2,95,110,966,6,54,6,302,285,9999,62,295,142,20,33,12.3,128.2,95,110,966,6,54,6,302,285,9999,62,295,142,20,33,1
12.2,127.9,90,120,969,4,34,7,278,287,9999,62,262,140,24,62,12.3,127.2,114,152,948,9,83,7,278,288,9999,62,188,151,27,45,12.3,127.2,114,152,948,9,83,7,278,288,9999,62,188,151,27,45,0
12.1,127,106,106,957,7,83,7,270,289,9999,60,163,144,22,46,12.1,126.3,111,106,950,8,110,6,279,287,9999,60,88,150,20,25,12.1,126.3,111,106,950,8,110,6,279,287,9999,60,88,150,20,25,0
12.1,126.2,89,87,970,7,109,7,286,287,9999,60,77,130,23,32,12.3,125.5,97,106,964,4,123,7,286,279,9999,62,12,132,25,27,12.3,125.5,97,106,964,4,123,7,286,279,9999,62,12,132,25,27,0
12.2,125.3,110,105,958,4,122,6,280,277,9999,61,-12,143,27,63,12.3,124.7,94,109,967,6,78,7,290,266,9999,62,-11,136,36,55,12.3,124.7,94,109,967,6,78,7,290,266,9999,62,-11,136,36,55,0
12.3,124.9,86,116,973,6,84,9,303,275,9999,62,-15,126,38,78,12.8,124.1,101,99,960,11,88,10,304,275,9999,62,8,127,26,55,12.8,124.1,101,99,960,11,88,10,304,275,9999,62,8,127,26,55,0
12.5,123.6,65,92,987,12,87,6,309,293,9999,62,40,100,30,77,12.9,123.1,59,71,984,16,85,8,311,284,9999,62,34,98,19,47,12.9,123.1,59,71,984,16,85,8,311,284,9999,62,34,98,19,47,0
13.3,122.7,68,100,985,12,64,8,316,290,9999,63,3,109,22,63,13.9,122.1,63,115,980,15,61,9,325,280,9999,62,-6,108,10,78,13.9,122.1,63,115,980,15,61,9,325,280,9999,62,-6,108,10,78,0
14.1,121.9,73,127,989,10,61,9,329,286,9999,62,0,111,8,79,14.9,121.4,82,102,980,15,61,10,330,253,9999,61,-10,98,-13,55,14.9,121.4,82,102,980,15,61,10,330,253,9999,61,-10,98,-13,55,0
14.8,120.9,66,133,990,15,52,9,325,279,9999,59,-15,86,3,89,15.5,120.4,53,156,990,16,77,10,343,235,9999,59,-47,84,-22,70,15.5,120.4,53,156,990,16,77,10,343,235,9999,59,-47,84,-22,70,0
16.2,121.1,63,156,1000,16,70,15,353,234,9999,57,-75,68,-23,67,17.7,120.9,39,108,1004,17,73,13,345,214,9999,58,-54,72,-38,76,17.7,120.9,39,108,1004,17,73,13,345,214,9999,58,-54,72,-38,76,0
19.1,120.3,30,124,1003,16,65,7,25,287,9999,56,79,50,-34,42,19.7,120.6,33,106,1006,20,53,8,27,285,9999,55,129,62,-32,74,19.7,120.6,33,106,1006,20,53,8,27,285,9999,55,129,62,-32,74,0
19.9,120.8,40,97,1006,24,62,13,326,287,9999,52,146,56,-32,66,21,120,39,144,1001,33,63,8,330,282,9999,52,139,49,-51,58,21,120,39,144,1001,33,63,8,330,282,9999,52,139,49,-51,58,0
20.1,120.2,30,114,1003,29,68,9,17,279,9999,52,185,55,-41,48,21,120.5,35,121,1005,33,73,10,36,286,9999,52,115,50,-31,24,21,120.5,35,121,1005,33,73,10,36,286,9999,52,115,50,-31,24,0
20.5,120.2,26,92,1003,30,69,16,55,281,9999,52,178,54,-34,30,21.4,121.6,37,114,1003,26,71,18,59,284,9999,53,106,59,-26,1,21.4,121.6,37,114,1003,26,71,18,59,284,9999,53,106,59,-26,1,0
24.3,123.2,44,93,998,10,146,5,10,297,9999,61,133,99,8,103,24.8,123.3,50,144,994,17,144,6,13,296,9999,61,141,115,6,67,24.8,123.3,50,144,994,17,144,6,13,296,9999,61,141,115,6,67,0
26.7,124.4,60,103,977,9,80,5,56,289,9999,59,307,167,-9,16,27,124.9,58,86,972,14,132,6,63,288,9999,61,365,177,-25,-13,27,124.9,58,86,972,14,132,6,63,288,9999,61,365,177,-25,-13,0
27.8,126.6,77,25,964,11,193,5,19,278,9999,61,481,196,-3,-10,28.3,126.8,84,155,966,17,191,5,360,281,9999,61,461,186,-31,-9,28.3,126.8,84,155,966,17,191,5,360,281,9999,61,461,186,-31,-9,0
28.5,126.3,94,171,950,14,166,5,319,288,9999,60,434,199,-19,-16,28.9,125.9,87,150,953,19,192,6,329,291,9999,59,389,201,-29,18,28.9,125.9,87,150,953,19,192,6,329,291,9999,59,389,201,-29,18,0
35.1,124.5,96,93,944,17,52,22,360,249,9999,65,172,237,109,79,37.3,124.5,83,76,946,19,50,24,1,230,9999,63,78,225,76,76,37.3,124.5,83,76,946,19,50,24,1,230,9999,63,78,225,76,76,0
41.6,125.8,81,143,981,36,45,27,22,228,9999,56,-227,144,37,108,44.1,127.2,45,88,990,47,52,25,31,217,9999,53,-326,135,14,102,44.1,127.2,45,88,990,47,52,25,31,217,9999,53,-326,135,14,102,0
16.7,129.3,44,83,990,16,239,1,136,301,9999,62,635,119,56,47,16.6,129.4,46,49,997,12,239,4,253,301,9999,63,634,126,73,18,16.6,129.4,46,49,997,12,239,4,253,301,9999,63,634,126,73,18,0
16.8,129.2,55,128,982,9,211,1,316,301,9999,63,636,176,87,80,16.9,129.1,61,115,977,4,205,1,298,300,9999,64,637,193,96,40,16.9,129.1,61,115,977,4,205,1,298,300,9999,64,637,193,96,40,0
17.1,128.6,69,110,971,3,220,8,7,297,9999,64,622,206,119,76,17.9,128.7,91,100,957,7,284,10,8,297,9999,65,663,221,117,31,17.9,128.7,91,100,957,7,284,10,8,297,9999,65,663,221,117,31,0
27.6,126.1,125,136,913,10,115,9,24,283,9999,66,443,290,109,36,28.4,126.5,117,53,912,17,102,9,16,276,9999,67,455,288,102,5,28.4,126.5,117,53,912,17,102,9,16,276,9999,67,455,288,102,5,0
28.4,126.3,118,104,918,18,93,9,11,276,9999,65,436,288,98,25,29.3,126.5,97,121,927,14,96,10,12,273,9999,65,411,279,66,-22,29.3,126.5,97,121,927,14,96,10,12,273,9999,65,411,279,66,-22,0
33.1,127.9,89,114,947,20,9,23,19,286,9999,60,149,285,122,120,35.3,128.8,72,173,951,23,8,28,11,253,9999,57,-25,266,163,140,35.3,128.8,72,173,951,23,8,28,11,253,9999,57,-25,266,163,140,0
35.5,128.9,73,170,959,22,7,32,9,285,9999,56,-25,264,178,142,38.7,129.5,62,114,962,30,2,34,357,226,9999,51,97,248,205,110,38.7,129.5,62,114,962,30,2,34,357,226,9999,51,97,248,205,110,0
41.9,129.5,69,80,966,42,358,38,333,212,9999,43,-22,215,167,119,45.3,127.1,37,159,972,75,2,28,328,207,9999,40,-421,224,201,142,45.3,127.1,37,159,972,75,2,28,328,207,9999,40,-421,224,201,142,0
19.6,140.3,70,142,982,12,184,9,290,294,9999,61,1592,193,6,112,19.9,139.4,68,63,977,9,170,8,292,297,9999,62,1514,203,-4,78,19.9,139.4,68,63,977,9,170,8,292,297,9999,62,1514,203,-4,78,1
20.1,139.3,75,75,977,8,168,10,282,298,9999,62,1489,217,-5,77,20.3,138.3,81,86,968,11,168,8,281,302,9999,63,1416,222,3,66,20.3,138.3,81,86,968,11,168,8,281,302,9999,63,1416,222,3,66,1
20.6,137.6,92,123,959,11,166,9,304,299,9999,64,1350,230,10,115,21.1,136.8,97,102,949,7,147,9,301,294,9999,65,1262,253,32,59,21.1,136.8,97,102,949,7,147,9,301,294,9999,65,1262,253,32,59,1
21,136.6,100,120,952,10,154,8,292,293,9999,64,1263,255,30,79,21.3,135.8,107,109,938,14,156,8,303,291,9999,65,1198,262,39,28,21.3,135.8,107,109,938,14,156,8,303,291,9999,65,1198,262,39,28,1
22.2,134.3,136,178,908,17,155,10,301,286,9999,66,1048,327,64,119,22.7,133.4,111,109,915,18,131,10,301,285,9999,65,968,337,81,97,22.7,133.4,111,109,915,18,131,10,301,285,9999,65,968,337,81,97,0
24.6,131.5,115,121,924,14,126,9,330,273,9999,68,726,387,133,161,25.4,131,102,32,915,9,76,11,338,275,9999,68,634,364,159,157,25.4,131,102,32,915,9,76,11,338,275,9999,68,634,364,159,157,0
33.1,129.1,102,54,947,18,13,26,2,260,9999,63,39,324,144,129,35.7,129.2,59,136,954,21,12,28,357,237,9999,62,-8,287,196,89,35.7,129.2,59,136,954,21,12,28,357,237,9999,62,-8,287,196,89,0
38.3,129,64,117,970,34,6,19,353,208,9999,53,36,229,177,129,40.2,128.7,43,76,975,39,1,20,347,196,9999,47,16,211,149,89,40.2,128.7,43,76,975,39,1,20,347,196,9999,47,16,211,149,89,0
15.7,121.9,55,36,995,16,281,12,275,284,9999,66,27,132,158,109,15.8,120.7,47,90,993,10,290,11,275,240,9999,65,-54,159,155,81,15.8,120.7,47,90,993,10,290,11,275,240,9999,65,-54,159,155,81,0
16.4,120,34,104,997,14,309,11,238,287,9999,64,26,123,165,53,15.8,119,41,124,996,12,309,7,253,293,9999,65,93,131,151,54,15.8,119,41,124,996,12,309,7,253,293,9999,65,93,131,151,54,0
16.5,117.9,46,178,991,12,300,9,298,287,9999,65,205,136,114,92,16.9,117.1,50,22,991,14,301,6,279,285,9999,62,298,158,152,34,16.9,117.1,50,22,991,14,301,6,279,285,9999,62,298,158,152,34,0
16.2,116.9,60,69,985,17,278,6,316,286,9999,61,309,173,123,44,16.6,116.5,58,117,984,15,284,5,327,283,9999,62,355,175,129,23,16.6,116.5,58,117,984,15,284,5,327,283,9999,62,355,175,129,23,0
17,116.1,72,97,980,16,295,3,316,282,9999,60,404,201,131,31,17.2,115.9,61,89,975,17,306,2,308,280,9999,61,430,183,160,3,17.2,115.9,61,89,975,17,306,2,308,280,9999,61,430,183,160,3,0
17.1,116.4,65,113,978,19,292,4,328,282,9999,62,376,192,109,26,17.4,116.2,61,101,980,17,324,5,308,279,9999,62,406,183,164,-21,17.4,116.2,61,101,980,17,324,5,308,279,9999,62,406,183,164,-21,0
17.7,115.6,74,116,973,11,350,5,293,276,9999,61,477,221,154,5,17.9,115.1,73,152,966,10,7,5,281,274,9999,60,471,210,144,-35,17.9,115.1,73,152,966,10,7,5,281,274,9999,60,471,210,144,-35,0
18,115.3,74,120,973,17,339,5,293,265,9999,60,486,195,112,30,18.2,114.8,66,82,977,17,349,6,284,266,9999,58,429,180,125,48,18.2,114.8,66,82,977,17,349,6,284,266,9999,58,429,180,125,48,0
17.9,115.1,77,139,971,18,338,8,292,257,9999,60,471,192,109,42,18.2,114.3,73,147,976,14,339,8,288,261,9999,58,380,174,109,44,18.2,114.3,73,147,976,14,339,8,288,261,9999,58,380,174,109,44,0
17.7,112.5,53,167,992,14,338,9,263,266,9999,57,244,156,32,45,17.6,111.6,46,114,993,9,346,10,261,264,9999,57,177,132,31,36,17.6,111.6,46,114,993,9,346,10,261,264,9999,57,177,132,31,36,0
17.5,108.2,39,171,1003,11,273,6,280,272,9999,53,118,93,13,4,17.6,107.6,35,97,1004,9,273,7,279,270,9999,53,79,73,3,-11,17.6,107.6,35,97,1004,9,273,7,279,270,9999,53,79,73,3,-11,0
17.5,107.9,35,132,1005,13,282,8,291,271,9999,54,95,73,11,-6,17.8,107.1,29,198,1006,10,279,7,291,266,9999,53,55,57,4,-16,17.8,107.1,29,198,1006,10,279,7,291,266,9999,53,55,57,4,-16,0
17.8,106.9,27,150,1006,11,282,8,270,260,9999,53,39,54,10,-3,17.8,106.1,30,98,1010,14,302,14,228,190,9999,53,-39,42,3,-6,17.8,106.1,30,98,1010,14,302,14,228,190,9999,53,-39,42,3,-6,0
17,105.5,21,75,1008,21,311,22,224,299,9999,52,-132,24,-9,3,15.4,103.9,15,86,1010,24,311,15,233,224,9999,51,-369,31,27,4,15.4,103.9,15,86,1010,24,311,15,233,224,9999,51,-369,31,27,4,0
13.5,124.9,60,76,988,12,200,16,263,298,9999,64,100,151,120,102,13.3,123.3,49,101,985,15,228,16,265,266,9999,66,-5,174,129,90,13.3,123.3,49,101,985,15,228,16,265,266,9999,66,-5,174,129,90,0
13.2,121.7,87,61,984,21,241,14,270,287,9999,64,30,199,127,72,13.2,120.3,78,100,977,23,243,13,268,280,9999,64,29,202,134,55,13.2,120.3,78,100,977,23,243,13,268,280,9999,64,29,202,134,55,0
13.5,118.9,89,118,970,22,248,16,270,290,9999,63,173,237,127,71,13.5,117.3,106,126,958,23,248,15,272,285,9999,65,334,236,166,26,13.5,117.3,106,126,958,23,248,15,272,285,9999,65,334,236,166,26,0
13.3,117.7,89,123,966,21,253,13,279,286,9999,64,296,207,143,34,13.5,116.4,75,84,963,21,254,14,276,282,9999,66,416,225,166,62,13.5,116.4,75,84,963,21,254,14,276,282,9999,66,416,225,166,62,0
13.3,114.7,101,149,953,20,274,14,282,285,9999,66,565,284,215,88,13.6,113.3,116,95,942,25,267,13,285,280,9999,66,444,288,206,127,13.6,113.3,116,95,942,25,267,13,285,280,9999,66,444,288,206,127,0
13.5,113.4,109,92,949,25,272,13,293,281,9999,65,455,274,186,117,14,112.2,109,106,951,26,264,14,291,268,9999,65,324,276,188,76,14,112.2,109,106,951,26,264,14,291,268,9999,65,324,276,188,76,0
14,110.7,99,107,953,27,260,11,291,268,9999,61,162,264,189,138,14.4,109.6,94,101,960,27,256,12,292,268,9999,61,51,254,193,89,14.4,109.6,94,101,960,27,256,12,292,268,9999,61,51,254,193,89,0
15.4,108.5,89,95,971,24,277,13,275,253,9999,59,-16,242,172,103,15.5,107.2,51,86,988,21,302,14,274,199,9999,58,-111,210,138,62,15.5,107.2,51,86,988,21,302,14,274,199,9999,58,-111,210,138,62,0
16.7,134.6,79,81,977,5,66,12,280,295,9999,57,1104,125,46,51,16.9,133.4,102,126,959,10,61,11,273,296,9999,56,999,137,44,39,16.9,133.4,102,126,959,10,61,11,273,296,9999,56,999,137,44,39,1
16.3,133.4,120,110,943,9,65,9,270,297,9999,57,969,158,41,49,16.3,132.5,145,107,921,9,36,10,276,295,9999,56,883,166,71,37,16.3,132.5,145,107,921,9,36,10,276,295,9999,56,883,166,71,37,1
16.3,132.7,122,100,939,5,36,10,282,295,9999,56,901,145,62,25,16.5,131.7,126,120,928,10,37,10,276,295,9999,58,820,156,76,27,16.5,131.7,126,120,928,10,37,10,276,295,9999,58,820,156,76,27,1
16.3,131.6,149,98,911,9,25,11,265,297,9999,56,799,176,75,39,16.2,130.5,150,107,909,12,20,11,259,295,9999,57,695,176,83,-3,16.2,130.5,150,107,909,12,20,11,259,295,9999,57,695,176,83,-3,0
16.1,130.9,160,77,905,13,4,11,265,295,9999,58,724,182,80,52,16,129.8,155,112,897,11,15,11,257,293,9999,59,621,181,80,-2,16,129.8,155,112,897,11,15,11,257,293,9999,59,621,181,80,-2,0
15.7,130,150,111,904,13,9,12,251,294,9999,58,619,183,92,32,15.3,128.8,155,90,903,7,15,13,254,294,9999,59,489,182,96,26,15.3,128.8,155,90,903,7,15,13,254,294,9999,59,489,182,96,26,0
15.3,128.8,167,99,895,10,349,12,255,293,9999,59,489,184,105,54,15,127.6,141,122,905,10,327,12,255,293,9999,60,373,191,135,21,15,127.6,141,122,905,10,327,12,255,293,9999,60,373,191,135,21,0
13.5,123.6,124,96,941,25,263,15,274,275,9999,58,-13,202,164,14,13.6,122.1,94,96,960,29,265,13,283,266,9999,58,-2,176,173,22,13.6,122.1,94,96,960,29,265,13,283,266,9999,58,-2,176,173,22,0
13.6,122.5,84,96,978,34,264,10,312,274,9999,59,-14,147,175,54,14.3,121.7,53,76,990,34,275,13,304,260,9999,60,-10,129,169,60,14.3,121.7,53,76,990,34,275,13,304,260,9999,60,-10,129,169,60,0
14.1,121.2,78,73,989,38,277,15,297,254,9999,55,-46,143,158,90,14.8,119.8,47,121,995,25,289,14,287,284,9999,59,31,117,127,41,14.8,119.8,47,121,995,25,289,14,287,284,9999,59,31,117,127,41,0
14.7,119.5,53,132,991,28,288,12,275,287,9999,58,65,120,135,46,14.8,118.3,44,116,997,27,292,9,282,285,9999,60,189,123,142,81,14.8,118.3,44,116,997,27,292,9,282,285,9999,60,189,123,142,81,0
14.9,118.5,37,134,1002,30,289,7,305,285,9999,59,166,117,123,80,15.3,117.9,39,76,999,23,298,9,290,283,9999,60,219,112,117,70,15.3,117.9,39,76,999,23,298,9,290,283,9999,60,219,112,117,70,0
15.3,118,35,109,1003,24,297,8,301,285,9999,59,209,97,103,60,15.7,117.3,38,67,1004,20,316,9,276,283,9999,59,273,95,76,50,15.7,117.3,38,67,1004,20,316,9,276,283,9999,59,273,95,76,50,0
15.2,116.9,40,61,1002,19,302,12,270,281,9999,59,326,104,75,58,15.2,115.7,37,129,1003,15,324,11,257,271,9999,59,452,103,73,62,15.2,115.7,37,129,1003,15,324,11,257,271,9999,59,452,103,73,62,0
15.1,115.8,35,133,1002,16,325,16,255,271,9999,60,444,90,75,46,14.7,114.2,45,132,1000,13,315,10,246,275,9999,58,542,123,79,43,14.7,114.2,45,132,1000,13,315,10,246,275,9999,58,542,123,79,43,0
14.7,115.2,35,112,1001,12,319,8,239,274,9999,61,516,105,93,-7,14.3,114.5,50,106,998,13,307,5,245,275,9999,62,571,136,93,26,14.3,114.5,50,106,998,13,307,5,245,275,9999,62,571,136,93,26,0
14.7,115.2,35,94,1006,12,305,2,270,278,9999,63,516,115,75,1,14.7,115,37,145,1004,10,315,5,295,277,9999,63,537,109,68,4,14.7,115,37,145,1004,10,315,5,295,277,9999,63,537,109,68,4,0
14.7,114.6,34,127,1003,14,319,4,256,277,9999,60,579,103,72,1,14.6,114.2,40,89,1004,9,334,5,259,275,9999,61,541,104,53,-2,14.6,114.2,40,89,1004,9,334,5,259,275,9999,61,541,104,53,-2,0
14.7,114.1,35,93,1003,12,346,6,302,274,9999,61,532,93,63,20,15,113.6,42,89,1005,10,357,6,280,273,9999,61,484,102,34,38,15,113.6,42,89,1005,10,357,6,280,273,9999,61,484,102,34,38,0
14.5,113.4,34,72,1005,14,329,5,258,270,9999,60,454,90,39,29,14.4,112.9,34,101,1005,11,328,5,281,265,9999,60,400,99,45,34,14.4,112.9,34,101,1005,11,328,5,281,265,9999,60,400,99,45,34,0
14.5,113.2,37,122,1002,14,314,9,297,273,9999,61,433,100,41,24,14.9,112.4,60,70,993,13,321,7,288,269,9999,60,356,123,38,31,14.9,112.4,60,70,993,13,321,7,288,269,9999,60,356,123,38,31,0
14.3,112.6,35,117,1004,19,307,6,289,265,9999,60,367,100,40,2,14.5,112,35,118,1002,13,308,6,284,261,9999,59,305,102,46,29,14.5,112,35,118,1002,13,308,6,284,261,9999,59,305,102,46,29,0
14.2,112.4,38,117,999,16,299,6,316,261,9999,59,345,114,35,12,14.6,112,39,146,1003,15,312,7,288,260,9999,59,307,110,41,53,14.6,112,39,146,1003,15,312,7,288,260,9999,59,307,110,41,53,0
14.2,112,44,165,1001,18,308,9,270,258,9999,58,302,123,40,58,14.2,111.1,38,87,1000,18,317,6,257,254,9999,58,205,113,69,44,14.2,111.1,38,87,1000,18,317,6,257,254,9999,58,205,113,69,44,0
14,111.4,35,93,1002,20,312,4,256,253,9999,57,237,108,50,55,13.9,111,36,133,1005,17,319,5,270,250,9999,59,195,100,60,27,13.9,111,36,133,1005,17,319,5,270,250,9999,59,195,100,60,27,0
14,111.2,31,89,1004,18,307,7,270,252,9999,57,216,95,50,25,14,110.5,30,131,1006,14,306,8,273,251,9999,57,141,79,32,-7,14,110.5,30,131,1006,14,306,8,273,251,9999,57,141,79,32,-7,0
14,110.3,31,138,1004,15,301,10,270,251,9999,57,119,77,28,-1,14,109.3,37,110,1008,14,306,13,254,258,9999,57,11,75,41,-2,14,109.3,37,110,1008,14,306,13,254,258,9999,57,11,75,41,-2,0
13.8,109.2,34,124,1008,14,296,12,256,259,9999,56,0,62,48,-21,13.5,108,26,117,1010,15,296,13,252,221,9999,58,-130,56,47,-12,13.5,108,26,117,1010,15,296,13,252,221,9999,58,-130,56,47,-12,0
13.5,107.9,22,47,1010,16,292,17,241,256,9999,58,-141,51,27,-19,12.7,106.4,25,114,1011,15,310,15,258,235,9999,57,-258,49,11,-12,12.7,106.4,25,114,1011,15,310,15,258,235,9999,57,-258,49,11,-12,0
12.9,130.5,29,53,1003,11,128,10,295,296,9999,61,552,91,29,95,13.3,129.6,41,95,998,9,140,8,292,292,9999,63,467,120,39,90,13.3,129.6,41,95,998,9,140,8,292,292,9999,63,467,120,39,90,0
12.4,129,29,107,1004,7,171,3,342,294,9999,62,383,100,31,111,12.7,128.9,50,80,1003,8,144,5,339,293,9999,64,377,120,49,87,12.7,128.9,50,80,1003,8,144,5,339,293,9999,64,377,120,49,87,1
13.5,128.8,35,150,1005,7,140,8,277,291,9999,64,394,96,83,94,13.6,128,44,187,1001,8,160,7,288,293,9999,65,317,125,93,102,13.6,128,44,187,1001,8,160,7,288,293,9999,65,317,125,93,102,1
13.5,128.1,44,121,998,6,160,6,280,292,9999,64,323,138,87,111,13.6,127.5,53,90,997,4,158,7,292,293,9999,65,268,156,86,141,13.6,127.5,53,90,997,4,158,7,292,293,9999,65,268,156,86,141,1
14.8,124.5,74,58,979,6,317,11,265,289,9999,64,129,225,109,183,14.7,123.4,91,121,966,5,255,10,264,288,9999,63,77,235,122,157,14.7,123.4,91,121,966,5,255,10,264,288,9999,63,77,235,122,157,0
14.6,123.4,81,124,974,10,243,10,264,285,9999,63,67,212,116,201,14.5,122.4,85,129,972,9,220,10,273,276,9999,64,40,214,113,138,14.5,122.4,85,129,972,9,220,10,273,276,9999,64,40,214,113,138,0
